,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
Ships,4.390485966386556,10.67571714285714,20.16973100840336,10.634168319327737,13.246027815126052,12.400068739495795,16.390981512605048,9.1037387394958,10.354067478991588,20.457907310924373,19.785792436974788,9.192005882352941,4.792691092436973,18.071283109243694,13.152693781512607,18.467444369747902,15.860247142857153,16.593981260504208,20.852428487394945,18.232340336134452,19.402122941176465,16.946185798319323,22.09593218487395,24.541137310924366,43.511269579831925,24.989160504201685,17.83071176470589,17.742248907563024,6.381596974789915,14.614594369747897,7.7447206722689055,10.241391428571434,17.066279495798312,12.262523781512602,12.14491277310924,8.357988823529414,14.551118067226895,16.213660084033616,18.52695420168068,19.140308571428573,18.23192806722688,14.137681848739499,14.294981176470586,17.61968453781512,15.886178655462185,16.701507983193274,10.185083949579836,16.4207356302521,12.714058067226897
Guns ,1.3407945378151263,7.25111344537815,10.834292016806721,7.737756722689078,12.025585294117638,16.882331092436985,5.611244537815126,-0.2923869747899155,6.4536348739495795,11.21893403361344,21.248613445378155,4.9998277310924335,-0.13825882352941135,14.635250840336134,11.157935294117651,11.269155462184877,10.506210504201686,9.47834075630252,7.029128151260498,13.027583193277309,7.923127310924374,2.021190336134456,13.65456176470588,20.476404201680673,24.989160504201685,55.16347226890755,27.529407563025185,8.60286974789916,-1.9223436974789934,13.222397899159665,6.6638840336134475,-5.869626890756299,13.575819327731084,3.962683613445375,-6.416978151260505,-8.65871554621849,-10.803604621848736,2.0061760504201676,13.29913487394958,12.540707563025206,10.373105882352942,8.724091596638655,3.056781512605044,11.16266638655461,6.676984033613448,11.497491176470598,5.11141722689076,-0.6608781512605056,7.950292857142855
Gold ,1.6891227591036437,5.200053081232491,2.4627800420168056,-3.229157212885155,22.21125539215685,9.26473739495799,8.5453512605042,4.757322478991598,-1.7978503501400542,13.766246148459384,14.611045798319324,10.847972969187676,5.672530812324931,15.086449509803925,15.581068347338936,5.333230532212883,3.857413235294119,18.4339806022409,30.695949229691887,18.97282240896359,19.04274180672269,6.952737464985995,9.136687324929971,11.104021288515405,17.83071176470589,27.529407563025185,162.36955056022404,31.164659943977593,10.471347899159662,20.10350413165266,7.239080392156864,5.513463725490195,15.312643557422966,17.12659642857143,9.519233753501407,12.056016456582624,9.746579481792713,15.700662254901967,16.477641526610647,9.801781652661056,5.826828711484596,16.56088641456581,6.181260924369749,10.295279271708683,10.745048319327736,2.2003195378151266,13.062353991596648,-0.627673389355744,17.208296848739487
Mines,10.83708476190476,8.048257927170868,12.06448117647059,9.98819288515406,14.529398935574234,19.686811932773114,22.573531092436962,14.493664201680673,9.771974677871146,23.03618330532212,18.9282857142857,11.55834845938376,5.230857927170867,23.340743641456594,16.52398156862745,20.20497467787115,17.948017142857143,24.03087658263305,35.66673131652661,25.077547338935574,26.740564873949577,22.056484929971987,24.975282801120436,26.206962408963598,17.742248907563024,8.60286974789916,31.164659943977593,40.53007854341737,26.993829075630256,14.79814666666666,8.458378767507002,15.831603249299718,16.856963921568628,19.226436302521012,21.50175977591036,18.29686341736695,26.64758291316526,23.68358627450981,22.81558011204482,24.53071691876751,19.368171372549003,14.194756526610641,18.590890252100834,17.048487450980396,20.16463563025209,15.55568403361344,15.564698823529412,26.688562969187675,21.051607058823535
Coal ,11.73902596638655,3.1705690756302536,35.69669638655461,13.851542773109237,14.200057394957984,9.412308739495794,21.622642016806715,16.18943134453782,11.125597394957987,20.67514882352941,17.743389075630255,17.729722689075633,10.379324537815123,21.10229302521009,26.638951092436972,10.282136470588235,26.7416842857143,32.8201950420168,36.962945126050414,21.53994369747899,34.10237050420169,18.381996050420163,22.097324285714283,22.749219495798307,6.381596974789915,-1.9223436974789934,10.471347899159662,26.993829075630256,163.13342957983193,26.89047890756301,20.39493764705882,11.338127226890753,9.64478302521008,20.247128487394953,22.711193781512602,25.319929495798313,31.463421428571422,32.69319453781512,19.08775672268909,28.143959327731093,16.31673798319327,19.377242184873953,7.967049411764707,10.273208235294117,18.059287226890767,11.980306302521006,12.638807310924374,34.80340352941175,20.94505067226891
Oil  ,9.41023025910364,7.624032619047619,9.514955903361338,7.32489461484594,9.69736167366947,11.730260126050416,12.02353487394958,7.896860903361344,4.808991183473388,14.41615671568627,12.127351470588238,7.237287885154063,5.594856778711484,16.869626211484587,10.547868851540619,10.839700112044818,12.175263004201677,17.322677724089623,21.587056603641443,16.007538795518204,17.208528298319326,12.585340385154066,12.808233690476182,19.956046834733886,14.614594369747897,13.222397899159665,20.10350413165266,14.79814666666666,26.89047890756301,25.81361310224089,12.264746022408959,7.443443599439777,10.538107296918765,12.053069894957979,11.750958081232499,13.810160217086835,13.994510469187679,15.43677202380952,14.009655497198878,15.88855892156863,11.823767492997195,13.16798275910364,8.546597352941177,11.39507893557423,13.905589369747895,12.10645598739496,6.987554222689077,14.179518963585428,16.90876321428571
Util ,5.240670952380954,8.438209635854339,11.341443949579832,8.397343501400563,14.537451568627452,3.587040840336134,6.775398319327729,6.287774537815129,4.915175154061625,8.232898795518205,11.53723193277311,5.495092717086838,7.518616358543415,8.882731904761906,5.94213070028011,8.039989019607845,7.592526638655459,12.775758459383756,8.17577532212885,10.271926610644257,5.463425294117646,7.195374817927166,7.848998123249298,12.096585826330532,7.7447206722689055,6.6638840336134475,7.239080392156864,8.458378767507002,20.39493764705882,12.264746022408959,20.82981333333333,4.879793221288513,6.9723811204481825,6.6413908403361335,0.05692358543417147,-0.17250988795518096,-0.7158144257703088,7.240717507002801,6.811333753501399,4.490635350140055,7.084578543417365,9.803656414565827,2.792678319327731,8.359771036414564,11.82662201680672,11.621897058823528,6.816554033613445,7.778206274509802,11.964422436974788
Telcm,6.215376232492996,8.009857338935575,12.98927155462185,9.344124271708681,7.027295532212883,9.613001092436976,25.21395462184874,16.918428445378154,7.909262787114844,16.08926998599439,3.1832063025210093,12.877556442577028,14.87600985994398,13.356596204481786,13.12989182072829,14.193224761904755,14.447246092436973,18.6780993977591,29.4372687535014,15.082381792717085,22.458531134453782,24.77301093837534,21.968073011204474,13.98068324929972,10.241391428571434,-5.869626890756299,5.513463725490195,15.831603249299718,11.338127226890753,7.443443599439777,4.879793221288513,39.26208568627451,13.036135938375354,22.520255504201685,37.165545406162494,40.38844841736695,38.68718858543417,26.73711673669467,12.32901225490196,16.187972296918762,16.139052296918766,14.048039971988795,20.835682436974796,12.036323753501401,18.186368151260492,12.996481302521012,9.469774075630248,31.874161120448168,17.72453894957983
PerSv,11.22067942577031,10.124396330532212,15.558432394957986,10.970303095238103,13.126611162464984,15.108274033613448,19.672788235294117,15.318585252100839,10.87101387955182,21.439055868347346,24.659457563025217,14.517490896358545,8.046770700280113,15.528899901960786,17.220544425770303,20.074654845938383,18.51517264705884,21.38308528011204,20.3849094257703,22.025634733893554,20.402078025210095,18.04026606442577,19.326009817927172,16.93736845938376,17.066279495798312,13.575819327731084,15.312643557422966,16.856963921568628,9.64478302521008,10.538107296918765,6.9723811204481825,13.036135938375354,35.33222047619046,17.749298193277316,17.156342212885153,21.94012757703081,20.720371778711495,19.7743587535014,15.060276960784304,21.61768086834734,18.200503053221286,17.76622350140056,17.665399747899155,14.740098207282909,18.54888798319327,16.286414915966386,16.29607105042017,25.559955574229697,18.92037558823529
BusSv,10.418964222689077,7.458600546218485,13.864216617647058,10.330881659663865,7.364452920168063,15.381684075630258,25.4203037815126,16.937395147058815,11.572750357142848,20.28732359243696,12.221086344537822,14.932008193277314,11.766445294117638,16.97244182773109,17.353300504201687,17.15198218487395,17.755285483193273,21.066704264705884,33.12782039915965,20.693978571428566,28.12918523109243,26.023763004201687,21.686843424369744,20.987961680672267,12.262523781512602,3.962683613445375,17.12659642857143,19.226436302521012,20.247128487394953,12.053069894957979,6.6413908403361335,22.520255504201685,17.749298193277316,28.544749516806714,39.24138819327732,39.97112905462186,40.170046533613444,32.4544631302521,14.850300945378148,20.55862684873949,17.562763151260498,16.950671974789913,21.143009537815125,14.494226554621845,15.861628445378154,12.463436029411769,13.391188046218485,30.904525966386558,22.75849451680673
Hardw,11.693401918767506,1.4118544257703054,9.751688109243695,5.551274887955181,4.5722305182072835,23.177877058823523,43.42319579831932,18.703052226890755,9.923252338935576,23.632333375350147,3.104477731092438,24.323310784313716,18.4147136694678,19.1435769047619,22.209066162464996,17.320771876750694,21.873309369747894,30.78830396358543,66.50743040616246,32.108724089635864,50.3646386134454,43.015463011204496,34.730784971988804,26.250185658263305,12.14491277310924,-6.416978151260505,9.519233753501407,21.50175977591036,22.711193781512602,11.750958081232499,0.05692358543417147,37.165545406162494,17.156342212885153,39.24138819327732,114.4718957703081,86.41521124649861,106.20544754901957,64.97778074229693,15.594557492997206,23.918103333333335,24.119767030812323,24.88534658263304,28.18048899159664,17.488029187675075,19.652949495798328,9.75670861344538,13.758802394957986,56.84868929971989,30.029333319327723
Softw,13.168240119047612,3.334983767506999,7.439291365546221,4.364715679271707,1.4349066036414573,19.098532731092433,39.7637575630252,22.01987838235295,10.1134531442577,23.292327528011196,0.5585615546218461,20.24607051820728,18.796523053221286,17.562622738095236,20.777021904761895,15.158951148459378,21.474284684873943,28.478518284313715,53.34301671568627,26.43316708683472,42.083027794117626,41.08723713585433,27.678668200280114,19.643522913165263,8.357988823529414,-8.65871554621849,12.056016456582624,18.29686341736695,25.319929495798313,13.810160217086835,-0.17250988795518096,40.38844841736695,21.94012757703081,39.97112905462186,86.41521124649861,92.21632066526611,83.31903175770307,53.73432272408962,12.749230007002803,25.726505364145645,20.734989229691866,23.02611934173669,30.398809789915976,14.05838661064426,18.79357659663866,10.894375315126048,12.615870357142851,52.67686507002797,31.06786388655462
Chips,15.679614740896355,2.233054691876751,13.507295063025214,6.864879376750703,3.5583945028011184,27.407497268907566,48.65952058823529,21.529950315126047,12.166198354341738,28.56256719187673,4.2915472689075616,26.010169677871158,17.961046078431373,22.151994502801124,27.609853501400565,25.42439635854342,25.366516281512602,35.14300500700281,71.47261285014002,35.962895658263314,60.05778392857142,46.48904352240898,39.848822654061635,29.2918299719888,14.551118067226895,-10.803604621848736,9.746579481792713,26.64758291316526,31.463421428571422,13.994510469187679,-0.7158144257703088,38.68718858543417,20.720371778711495,40.170046533613444,106.20544754901957,83.31903175770307,120.02423595938376,71.62206053921568,20.11365185574229,31.174309733893566,26.654348389355732,26.91749446778712,32.74492457983194,18.64689803921568,23.701714915966388,10.010301365546217,16.9304681722689,60.480851960784314,33.73160808823529
LabEq,13.916696883753502,4.200352591036416,15.939454096638663,6.5317333683473375,8.689221603641455,21.72108172268907,36.5298962184874,19.235271953781517,10.746142682072819,22.663459838935577,11.94627457983193,20.780730602240904,14.269427591036411,21.380524964985998,26.23881820728291,20.315911484593833,20.955848004201684,27.690975805322125,57.7283416316527,31.175338515406164,47.49545430672267,34.04597398459384,27.63355899859944,27.469782913165275,16.213660084033616,2.0061760504201676,15.700662254901967,23.68358627450981,32.69319453781512,15.43677202380952,7.240717507002801,26.73711673669467,19.7743587535014,32.4544631302521,64.97778074229693,53.73432272408962,71.62206053921568,63.599174614845914,18.083176855742305,26.759762254901958,19.321885784313725,25.28670917366947,21.221398949579832,14.505508963585433,17.29341785714286,9.469856197478986,15.631397794117637,47.4587662464986,30.249564600840337
Paper,5.580337780112047,10.180652030812322,18.663612079831935,12.785236169467796,9.450892471988794,16.372375000000005,17.40350210084034,12.626814810924369,12.930682738095243,22.189897934173683,18.36726533613445,8.87532275910364,6.9286514005602235,23.087159698879542,14.330535574229687,18.021997759103645,18.61130346638656,18.973029026610643,26.03045395658263,18.30535644257703,22.282024054621846,17.145788830532215,21.346339110644255,27.18015238095238,18.52695420168068,13.29913487394958,16.477641526610647,22.81558011204482,19.08775672268909,14.009655497198878,6.811333753501399,12.32901225490196,15.060276960784304,14.850300945378148,15.594557492997206,12.749230007002803,20.11365185574229,18.083176855742305,27.27202167366947,21.745052450980396,18.80922387955182,12.961013095238094,15.146916596638656,14.593528011204485,18.090662394957985,16.556117542016803,10.727454096638656,20.61899593837535,15.648504936974795
Boxes,13.241683431372541,11.561835938375344,18.314362058823523,13.648335392156858,12.531550686274505,24.037477058823537,27.880749579831924,17.870222815126052,14.321568305322126,28.133407324929973,16.35114747899159,10.470011624649862,5.525937198879551,23.49908278711485,23.708498935574234,24.82534414565826,25.214842142857147,22.949603963585428,31.284469901960772,25.95817282913165,32.437073907563025,25.432383179271707,27.717888333333324,27.131522633053216,19.140308571428573,12.540707563025206,9.801781652661056,24.53071691876751,28.143959327731093,15.88855892156863,4.490635350140055,16.187972296918762,21.61768086834734,20.55862684873949,23.918103333333335,25.726505364145645,31.174309733893566,26.759762254901958,21.745052450980396,47.05268232492999,22.881733417366945,17.030054985994397,24.93422176470588,20.467603977591033,22.067680588235287,17.676062394957988,13.481038529411764,34.131103585434175,15.32293163865546
Trans,9.164795364145654,10.702983501400565,19.015642394957986,15.228990182072833,4.221531694677871,18.33725117647059,21.797295798319333,15.30413323529412,11.843245784313725,25.7491332072829,14.618338235294122,9.334003221288514,7.935988123249297,20.035241274509797,16.170084985994404,20.517674565826322,19.72141726890755,23.074797913165277,24.728310742296923,19.85069803921569,24.14911609243698,20.75007511204482,23.549559929971984,25.493839943977584,18.23192806722688,10.373105882352942,5.826828711484596,19.368171372549003,16.31673798319327,11.823767492997195,7.084578543417365,16.139052296918766,18.200503053221286,17.562763151260498,24.119767030812323,20.734989229691866,26.654348389355732,19.321885784313725,18.80922387955182,22.881733417366945,27.4507700560224,12.566510952380957,20.216559915966386,18.25396229691877,20.65021453781511,17.080727100840342,12.787502899159655,26.615246946778708,17.075284075630254
Whlsl,7.081704467787113,7.321268095238093,15.139189033613436,8.3658230952381,15.499181414565827,10.469689831932772,20.53212100840337,12.540518529411774,7.0288885014005595,17.039445112044817,17.206995378151262,14.324724509803916,9.067092885154059,12.886864943977592,14.699696190476189,13.95046980392157,13.101081554621851,19.620672002801115,24.568262703081224,19.58789523809524,21.001766092436963,15.881567408963578,16.381572675070032,16.57153182072828,14.137681848739499,8.724091596638655,16.56088641456581,14.194756526610641,19.377242184873953,13.16798275910364,9.803656414565827,14.048039971988795,17.76622350140056,16.950671974789913,24.88534658263304,23.02611934173669,26.91749446778712,25.28670917366947,12.961013095238094,17.030054985994397,12.566510952380957,23.9836574509804,13.037101932773112,11.493675182072826,15.98594478991596,12.38458634453782,12.4996881932773,22.90636095238095,17.96858113445379
Rtail,10.459359957983194,10.157178403361346,12.552569789915973,11.804433487394961,1.7209289495798317,18.117286638655468,23.085913445378143,18.071415924369756,10.187669201680674,26.14064508403362,10.360693697478979,10.109465966386555,8.351047731092438,17.509115168067222,16.434104369747903,21.80988621848739,18.177037773109248,21.405880378151267,24.514750462184885,16.095723529411757,23.92270701680671,24.678576848739485,22.488282226890753,19.834456134453777,14.294981176470586,3.056781512605044,6.181260924369749,18.590890252100834,7.967049411764707,8.546597352941177,2.792678319327731,20.835682436974796,17.665399747899155,21.143009537815125,28.18048899159664,30.398809789915976,32.74492457983194,21.221398949579832,15.146916596638656,24.93422176470588,20.216559915966386,13.037101932773112,31.40436277310925,19.234635462184894,19.109166134453773,15.58500777310925,13.307094159663865,29.552497310924366,15.17816088235294
Meals,9.155836358543418,10.683339607843136,11.947657815126046,13.750491540616247,10.15087271708683,17.65433159663866,20.006021848739497,10.40216487394958,10.001635518207282,22.179720784313723,14.347742016806718,9.709683753501396,8.898698431372551,15.952762296918772,11.457834341736687,16.898217871148457,18.420451428571447,21.12213422969187,17.242583585434176,14.194417927170866,17.976158487394958,16.837320896358534,19.82796044817927,22.89530543417367,17.61968453781512,11.16266638655461,10.295279271708683,17.048487450980396,10.273208235294117,11.39507893557423,8.359771036414564,12.036323753501401,14.740098207282909,14.494226554621845,17.488029187675075,14.05838661064426,18.64689803921568,14.505508963585433,14.593528011204485,20.467603977591033,18.25396229691877,11.493675182072826,19.234635462184894,26.879188123249303,17.31779848739497,16.126194957983188,10.732624201680673,19.866679943977594,12.601837142857146
Banks,9.269857016806718,14.853123781512604,22.31764079831932,18.303036428571428,12.120613403361341,15.02871857142856,22.183247899159653,16.81669197478991,13.893074663865544,23.40444886554624,16.75362142857142,12.417796218487394,13.543492268907562,19.697202983193282,14.624415294117645,18.10908117647059,18.641678529411774,22.057606008403358,22.626609705882345,18.05679831932772,19.872865420168075,22.242615084033613,22.81727760504202,22.899665378151255,15.886178655462185,6.676984033613448,10.745048319327736,20.16463563025209,18.059287226890767,13.905589369747895,11.82662201680672,18.186368151260492,18.54888798319327,15.861628445378154,19.652949495798328,18.79357659663866,23.701714915966388,17.29341785714286,18.090662394957985,22.067680588235287,20.65021453781511,15.98594478991596,19.109166134453773,17.31779848739497,32.29891571428571,23.95111407563024,12.53309205882353,31.675671260504195,20.48722432773109
Insur,7.224961659663866,15.480179621848738,18.64183750000001,17.958513970588236,11.438966911764702,11.636946008403362,15.314855882352935,14.257663340336126,12.129105777310924,19.959849684873948,20.670193487394968,10.48986239495799,13.124826470588228,18.001592121848738,8.345373109243695,14.638337815126047,17.735535189075634,17.064332878151266,14.117624474789917,11.957010504201678,12.296569222689074,18.055173634453784,17.14408329831933,20.628260504201677,16.701507983193274,11.497491176470598,2.2003195378151266,15.55568403361344,11.980306302521006,12.10645598739496,11.621897058823528,12.996481302521012,16.286414915966386,12.463436029411769,9.75670861344538,10.894375315126048,10.010301365546217,9.469856197478986,16.556117542016803,17.676062394957988,17.080727100840342,12.38458634453782,15.58500777310925,16.126194957983188,23.95111407563024,27.20134548319327,9.22037783613445,22.961383613445378,15.948307668067224
RlEst,8.869554852941176,6.459152899159666,13.539006155462186,8.9244231302521,9.373755399159663,13.665163991596634,15.505068487394952,10.295382079831935,5.629093088235293,18.14660018907562,15.017545588235306,10.379679201680666,3.350847647058823,11.636081785714287,14.00970487394957,17.742470924369748,12.72136485294117,19.110116995798307,16.657667079831935,19.6832399159664,16.206133844537813,11.78286212184874,13.902576491596639,13.526313613445378,10.185083949579836,5.11141722689076,13.062353991596648,15.564698823529412,12.638807310924374,6.987554222689077,6.816554033613445,9.469774075630248,16.29607105042017,13.391188046218485,13.758802394957986,12.615870357142851,16.9304681722689,15.631397794117637,10.727454096638656,13.481038529411764,12.787502899159655,12.4996881932773,13.307094159663865,10.732624201680673,12.53309205882353,9.22037783613445,22.40868178571429,19.028357731092445,15.06423733193276
Fin  ,17.77638086834735,10.513121736694679,22.40490226890756,17.224830728291312,8.112190728291317,25.253016302520994,38.4546848739496,25.567647310924354,15.554934649859938,30.641127535013993,17.414232773109244,18.797622128851536,16.032230980392153,25.344189383753488,26.77900263305322,23.227627507002804,27.992292689075622,31.607499803921563,49.91899330532214,28.472925770308127,40.58578983193277,38.4764080952381,32.20076434173669,27.766737422969182,16.4207356302521,-0.6608781512605056,-0.627673389355744,26.688562969187675,34.80340352941175,14.179518963585428,7.778206274509802,31.874161120448168,25.559955574229697,30.904525966386558,56.84868929971989,52.67686507002797,60.480851960784314,47.4587662464986,20.61899593837535,34.131103585434175,26.615246946778708,22.90636095238095,29.552497310924366,19.866679943977594,31.675671260504195,22.961383613445378,19.028357731092445,63.94334610644255,29.750312016806706
Other,5.043271407563028,6.630002142857141,13.777991953781513,10.680544726890751,10.681890609243695,13.996645672268913,24.311896218487387,14.320321491596637,11.390588634453781,19.30383573529412,15.998106092436974,15.141576680672271,16.212326302521,19.322872626050426,18.498861512605043,15.273581176470593,13.546986617647066,21.504107163865548,35.75911254201682,24.59637605042017,26.067837794117644,20.698071281512604,22.60528716386555,24.54970235294119,12.714058067226897,7.950292857142855,17.208296848739487,21.051607058823535,20.94505067226891,16.90876321428571,11.964422436974788,17.72453894957983,18.92037558823529,22.75849451680673,30.029333319327723,31.06786388655462,33.73160808823529,30.249564600840337,15.648504936974795,15.32293163865546,17.075284075630254,17.96858113445379,15.17816088235294,12.601837142857146,20.48722432773109,15.948307668067224,15.06423733193276,29.750312016806706,51.012517920168065
